filename,dish
Images\fish_and_chips\2598407.jpg,fish_and_chips
Images\club_sandwich\1127619.jpg,club_sandwich
Images\churros\3592222.jpg,churros
Images\french_fries\3276703.jpg,french_fries
Images\fried_rice\2993325.jpg,fried_rice
Images\escargots\92318.jpg,escargots
Images\donuts\2774459.jpg,donuts
Images\fish_and_chips\3584880.jpg,fish_and_chips
Images\chicken_wings\3053992.jpg,chicken_wings
Images\chicken_quesadilla\526947.jpg,chicken_quesadilla
Images\fish_and_chips\2474952.jpg,fish_and_chips
Images\donuts\688041.jpg,donuts
Images\fish_and_chips\982706.jpg,fish_and_chips
Images\escargots\3803687.jpg,escargots
Images\french_fries\2846809.jpg,french_fries
Images\grilled_cheese_sandwich\3058199.jpg,grilled_cheese_sandwich
Images\fried_rice\1252555.jpg,fried_rice
Images\grilled_cheese_sandwich\2718163.jpg,grilled_cheese_sandwich
Images\escargots\347678.jpg,escargots
Images\chicken_wings\2466766.jpg,chicken_wings
Images\fish_and_chips\1828092.jpg,fish_and_chips
Images\churros\1966226.jpg,churros
Images\club_sandwich\3490975.jpg,club_sandwich
Images\grilled_cheese_sandwich\81012.jpg,grilled_cheese_sandwich
Images\fish_and_chips\626746.jpg,fish_and_chips
Images\chicken_quesadilla\605279.jpg,chicken_quesadilla
Images\french_fries\2617942.jpg,french_fries
Images\dumplings\3468124.jpg,dumplings
Images\grilled_cheese_sandwich\1054971.jpg,grilled_cheese_sandwich
Images\club_sandwich\1246058.jpg,club_sandwich
Images\chicken_quesadilla\1597364.jpg,chicken_quesadilla
Images\fried_rice\2346099.jpg,fried_rice
Images\french_fries\3069345.jpg,french_fries
Images\chicken_wings\2312183.jpg,chicken_wings
Images\fried_rice\1410901.jpg,fried_rice
Images\fried_rice\720602.jpg,fried_rice
Images\churros\1206968.jpg,churros
Images\churros\3224788.jpg,churros
Images\escargots\3317999.jpg,escargots
Images\fish_and_chips\2300504.jpg,fish_and_chips
Images\churros\956477.jpg,churros
Images\chicken_wings\492056.jpg,chicken_wings
Images\donuts\419596.jpg,donuts
Images\french_fries\2502370.jpg,french_fries
Images\grilled_cheese_sandwich\2116409.jpg,grilled_cheese_sandwich
Images\club_sandwich\2063266.jpg,club_sandwich
Images\fried_rice\3040520.jpg,fried_rice
Images\chicken_quesadilla\256181.jpg,chicken_quesadilla
Images\chicken_quesadilla\3520243.jpg,chicken_quesadilla
Images\donuts\197243.jpg,donuts
Images\fish_and_chips\1744840.jpg,fish_and_chips
Images\fried_rice\2562549.jpg,fried_rice
Images\dumplings\1590182.jpg,dumplings
Images\dumplings\1722447.jpg,dumplings
Images\club_sandwich\1790261.jpg,club_sandwich
Images\chicken_wings\1829845.jpg,chicken_wings
Images\chicken_quesadilla\1434903.jpg,chicken_quesadilla
Images\grilled_cheese_sandwich\1261023.jpg,grilled_cheese_sandwich
Images\club_sandwich\993987.jpg,club_sandwich
Images\fish_and_chips\2079760.jpg,fish_and_chips
Images\fish_and_chips\1951420.jpg,fish_and_chips
Images\french_fries\258877.jpg,french_fries
Images\chicken_wings\558211.jpg,chicken_wings
Images\chicken_quesadilla\993661.jpg,chicken_quesadilla
Images\fried_rice\438768.jpg,fried_rice
Images\fried_rice\1242614.jpg,fried_rice
Images\chicken_quesadilla\854667.jpg,chicken_quesadilla
Images\fish_and_chips\3209704.jpg,fish_and_chips
Images\grilled_cheese_sandwich\751419.jpg,grilled_cheese_sandwich
Images\fried_rice\2477863.jpg,fried_rice
Images\donuts\2367129.jpg,donuts
Images\fish_and_chips\2036347.jpg,fish_and_chips
Images\dumplings\90206.jpg,dumplings
Images\dumplings\1114044.jpg,dumplings
Images\chicken_quesadilla\531003.jpg,chicken_quesadilla
Images\escargots\979420.jpg,escargots
Images\fried_rice\2355288.jpg,fried_rice
Images\fish_and_chips\108968.jpg,fish_and_chips
Images\grilled_cheese_sandwich\2757338.jpg,grilled_cheese_sandwich
Images\club_sandwich\2872705.jpg,club_sandwich
Images\dumplings\2717922.jpg,dumplings
Images\churros\822370.jpg,churros
Images\fried_rice\1555459.jpg,fried_rice
Images\fish_and_chips\2432544.jpg,fish_and_chips
Images\chicken_wings\2051343.jpg,chicken_wings
Images\fried_rice\2046048.jpg,fried_rice
Images\chicken_quesadilla\1786665.jpg,chicken_quesadilla
Images\dumplings\2727816.jpg,dumplings
Images\dumplings\3143703.jpg,dumplings
Images\donuts\3578777.jpg,donuts
Images\fried_rice\919785.jpg,fried_rice
Images\french_fries\2676252.jpg,french_fries
Images\donuts\484375.jpg,donuts
Images\fish_and_chips\2499479.jpg,fish_and_chips
Images\escargots\1488896.jpg,escargots
Images\chicken_wings\1952819.jpg,chicken_wings
Images\dumplings\1998135.jpg,dumplings
Images\fish_and_chips\964750.jpg,fish_and_chips
Images\donuts\2627068.jpg,donuts
Images\churros\541601.jpg,churros
Images\escargots\1802514.jpg,escargots
Images\chicken_quesadilla\3009173.jpg,chicken_quesadilla
Images\dumplings\2473068.jpg,dumplings
Images\french_fries\474317.jpg,french_fries
Images\dumplings\2474811.jpg,dumplings
Images\french_fries\2093949.jpg,french_fries
Images\donuts\2129773.jpg,donuts
Images\fried_rice\3881738.jpg,fried_rice
Images\fish_and_chips\490014.jpg,fish_and_chips
Images\french_fries\498167.jpg,french_fries
Images\chicken_quesadilla\54265.jpg,chicken_quesadilla
Images\fried_rice\217324.jpg,fried_rice
Images\grilled_cheese_sandwich\3414636.jpg,grilled_cheese_sandwich
Images\chicken_wings\958649.jpg,chicken_wings
Images\donuts\203890.jpg,donuts
Images\french_fries\164288.jpg,french_fries
Images\club_sandwich\1294754.jpg,club_sandwich
Images\churros\2151935.jpg,churros
Images\french_fries\3499831.jpg,french_fries
Images\grilled_cheese_sandwich\3219988.jpg,grilled_cheese_sandwich
Images\club_sandwich\504378.jpg,club_sandwich
Images\fish_and_chips\26018.jpg,fish_and_chips
Images\club_sandwich\1329330.jpg,club_sandwich
Images\dumplings\144140.jpg,dumplings
Images\club_sandwich\535578.jpg,club_sandwich
Images\dumplings\3152671.jpg,dumplings
Images\donuts\55067.jpg,donuts
Images\french_fries\2512097.jpg,french_fries
Images\club_sandwich\3511034.jpg,club_sandwich
Images\fried_rice\1227753.jpg,fried_rice
Images\club_sandwich\3646665.jpg,club_sandwich
Images\churros\3447120.jpg,churros
Images\french_fries\966854.jpg,french_fries
Images\french_fries\1426779.jpg,french_fries
Images\french_fries\672487.jpg,french_fries
Images\dumplings\1379343.jpg,dumplings
Images\french_fries\3762377.jpg,french_fries
Images\french_fries\3880376.jpg,french_fries
Images\dumplings\3573504.jpg,dumplings
Images\fried_rice\606630.jpg,fried_rice
Images\chicken_wings\1228237.jpg,chicken_wings
Images\fish_and_chips\2079080.jpg,fish_and_chips
Images\chicken_quesadilla\2957858.jpg,chicken_quesadilla
Images\grilled_cheese_sandwich\306429.jpg,grilled_cheese_sandwich
Images\escargots\638546.jpg,escargots
Images\french_fries\1387352.jpg,french_fries
Images\churros\1803698.jpg,churros
Images\fried_rice\1855149.jpg,fried_rice
Images\french_fries\1132539.jpg,french_fries
Images\chicken_quesadilla\492949.jpg,chicken_quesadilla
Images\club_sandwich\887877.jpg,club_sandwich
Images\donuts\2796001.jpg,donuts
Images\dumplings\513541.jpg,dumplings
Images\donuts\952086.jpg,donuts
Images\chicken_wings\1502766.jpg,chicken_wings
Images\churros\1143913.jpg,churros
Images\french_fries\3223668.jpg,french_fries
Images\club_sandwich\1078271.jpg,club_sandwich
Images\chicken_wings\3054411.jpg,chicken_wings
Images\donuts\2594777.jpg,donuts
Images\dumplings\683402.jpg,dumplings
Images\chicken_wings\945330.jpg,chicken_wings
Images\churros\2832108.jpg,churros
Images\fish_and_chips\333047.jpg,fish_and_chips
Images\escargots\859004.jpg,escargots
Images\french_fries\1577236.jpg,french_fries
Images\donuts\842931.jpg,donuts
Images\dumplings\705119.jpg,dumplings
Images\donuts\3828220.jpg,donuts
Images\fish_and_chips\554726.jpg,fish_and_chips
Images\chicken_quesadilla\1753071.jpg,chicken_quesadilla
Images\churros\2739115.jpg,churros
Images\churros\2944975.jpg,churros
Images\french_fries\2298765.jpg,french_fries
Images\chicken_wings\3433967.jpg,chicken_wings
Images\dumplings\2725340.jpg,dumplings
Images\chicken_wings\942088.jpg,chicken_wings
Images\chicken_wings\532039.jpg,chicken_wings
Images\escargots\232145.jpg,escargots
Images\fried_rice\709970.jpg,fried_rice
Images\french_fries\973682.jpg,french_fries
Images\dumplings\3077110.jpg,dumplings
Images\grilled_cheese_sandwich\1337642.jpg,grilled_cheese_sandwich
Images\donuts\2185353.jpg,donuts
Images\french_fries\10897.jpg,french_fries
Images\dumplings\1417368.jpg,dumplings
Images\churros\2550886.jpg,churros
Images\dumplings\2500721.jpg,dumplings
Images\grilled_cheese_sandwich\849430.jpg,grilled_cheese_sandwich
Images\fried_rice\2664070.jpg,fried_rice
Images\churros\238429.jpg,churros
Images\grilled_cheese_sandwich\684311.jpg,grilled_cheese_sandwich
Images\churros\878415.jpg,churros
Images\dumplings\977381.jpg,dumplings
Images\escargots\3816428.jpg,escargots
Images\french_fries\409314.jpg,french_fries
Images\fried_rice\3836941.jpg,fried_rice
Images\escargots\543977.jpg,escargots
Images\french_fries\1238390.jpg,french_fries
Images\donuts\60893.jpg,donuts
Images\french_fries\773394.jpg,french_fries
Images\french_fries\3030853.jpg,french_fries
Images\churros\676752.jpg,churros
Images\grilled_cheese_sandwich\3164982.jpg,grilled_cheese_sandwich
Images\chicken_wings\455305.jpg,chicken_wings
Images\french_fries\605382.jpg,french_fries
Images\chicken_wings\3333895.jpg,chicken_wings
Images\grilled_cheese_sandwich\474394.jpg,grilled_cheese_sandwich
Images\chicken_quesadilla\1717867.jpg,chicken_quesadilla
Images\chicken_wings\2604041.jpg,chicken_wings
Images\french_fries\2907806.jpg,french_fries
Images\dumplings\1862120.jpg,dumplings
Images\escargots\2447678.jpg,escargots
Images\churros\881905.jpg,churros
Images\club_sandwich\690897.jpg,club_sandwich
Images\fish_and_chips\359280.jpg,fish_and_chips
Images\dumplings\3047377.jpg,dumplings
Images\grilled_cheese_sandwich\3568175.jpg,grilled_cheese_sandwich
Images\donuts\637765.jpg,donuts
Images\club_sandwich\3659549.jpg,club_sandwich
Images\french_fries\3660458.jpg,french_fries
Images\churros\3103265.jpg,churros
Images\churros\450253.jpg,churros
Images\chicken_wings\539748.jpg,chicken_wings
Images\grilled_cheese_sandwich\1925067.jpg,grilled_cheese_sandwich
Images\fried_rice\781619.jpg,fried_rice
Images\french_fries\2916251.jpg,french_fries
Images\french_fries\240760.jpg,french_fries
Images\fish_and_chips\852434.jpg,fish_and_chips
Images\escargots\906350.jpg,escargots
Images\donuts\2687638.jpg,donuts
Images\escargots\1791864.jpg,escargots
Images\dumplings\281306.jpg,dumplings
Images\donuts\1102701.jpg,donuts
Images\chicken_quesadilla\732761.jpg,chicken_quesadilla
Images\fish_and_chips\3086440.jpg,fish_and_chips
Images\fish_and_chips\157122.jpg,fish_and_chips
Images\chicken_wings\1516097.jpg,chicken_wings
Images\chicken_quesadilla\1742101.jpg,chicken_quesadilla
Images\fish_and_chips\1490827.jpg,fish_and_chips
Images\french_fries\174977.jpg,french_fries
Images\fish_and_chips\3635042.jpg,fish_and_chips
Images\french_fries\3271075.jpg,french_fries
Images\club_sandwich\3421474.jpg,club_sandwich
Images\escargots\2270482.jpg,escargots
Images\chicken_quesadilla\3066577.jpg,chicken_quesadilla
Images\escargots\724126.jpg,escargots
Images\grilled_cheese_sandwich\1440720.jpg,grilled_cheese_sandwich
Images\dumplings\1339572.jpg,dumplings
Images\fried_rice\852474.jpg,fried_rice
Images\fried_rice\320052.jpg,fried_rice
Images\donuts\2036733.jpg,donuts
Images\club_sandwich\375579.jpg,club_sandwich
Images\donuts\2649404.jpg,donuts
Images\donuts\803014.jpg,donuts
Images\fish_and_chips\1097686.jpg,fish_and_chips
Images\grilled_cheese_sandwich\614897.jpg,grilled_cheese_sandwich
Images\chicken_quesadilla\3343243.jpg,chicken_quesadilla
Images\donuts\2732010.jpg,donuts
Images\chicken_wings\3148488.jpg,chicken_wings
Images\chicken_quesadilla\1228631.jpg,chicken_quesadilla
Images\churros\1078896.jpg,churros
Images\fish_and_chips\2841305.jpg,fish_and_chips
Images\chicken_quesadilla\2180575.jpg,chicken_quesadilla
Images\fish_and_chips\2362149.jpg,fish_and_chips
Images\fish_and_chips\1746664.jpg,fish_and_chips
Images\chicken_quesadilla\1096804.jpg,chicken_quesadilla
Images\fried_rice\2185524.jpg,fried_rice
Images\escargots\3530567.jpg,escargots
Images\fried_rice\2523524.jpg,fried_rice
Images\grilled_cheese_sandwich\1925096.jpg,grilled_cheese_sandwich
Images\dumplings\1483996.jpg,dumplings
Images\churros\1097647.jpg,churros
Images\grilled_cheese_sandwich\725037.jpg,grilled_cheese_sandwich
Images\dumplings\2950658.jpg,dumplings
Images\chicken_quesadilla\2107031.jpg,chicken_quesadilla
Images\chicken_wings\3923996.jpg,chicken_wings
Images\fried_rice\2850904.jpg,fried_rice
Images\grilled_cheese_sandwich\615199.jpg,grilled_cheese_sandwich
Images\grilled_cheese_sandwich\2572521.jpg,grilled_cheese_sandwich
Images\dumplings\1161077.jpg,dumplings
Images\club_sandwich\1051856.jpg,club_sandwich
Images\dumplings\2928863.jpg,dumplings
Images\grilled_cheese_sandwich\2874251.jpg,grilled_cheese_sandwich
Images\dumplings\9309.jpg,dumplings
Images\french_fries\3285362.jpg,french_fries
Images\churros\2508213.jpg,churros
Images\chicken_wings\3900579.jpg,chicken_wings
Images\french_fries\2737860.jpg,french_fries
Images\grilled_cheese_sandwich\88658.jpg,grilled_cheese_sandwich
Images\churros\909570.jpg,churros
Images\fish_and_chips\3271526.jpg,fish_and_chips
Images\chicken_wings\3060018.jpg,chicken_wings
Images\chicken_quesadilla\197469.jpg,chicken_quesadilla
Images\fish_and_chips\2286768.jpg,fish_and_chips
Images\escargots\2041923.jpg,escargots
Images\grilled_cheese_sandwich\1580590.jpg,grilled_cheese_sandwich
Images\club_sandwich\1886101.jpg,club_sandwich
Images\grilled_cheese_sandwich\1384460.jpg,grilled_cheese_sandwich
Images\churros\2509088.jpg,churros
Images\chicken_quesadilla\2304050.jpg,chicken_quesadilla
Images\chicken_quesadilla\1398962.jpg,chicken_quesadilla
Images\churros\924336.jpg,churros
Images\fried_rice\1028939.jpg,fried_rice
Images\escargots\2244752.jpg,escargots
Images\french_fries\771459.jpg,french_fries
Images\fried_rice\883486.jpg,fried_rice
Images\grilled_cheese_sandwich\3297271.jpg,grilled_cheese_sandwich
Images\chicken_quesadilla\742692.jpg,chicken_quesadilla
Images\donuts\3789141.jpg,donuts
Images\chicken_quesadilla\2958022.jpg,chicken_quesadilla
Images\fish_and_chips\1920990.jpg,fish_and_chips
Images\grilled_cheese_sandwich\814223.jpg,grilled_cheese_sandwich
Images\dumplings\1299518.jpg,dumplings
Images\fish_and_chips\2195578.jpg,fish_and_chips
Images\chicken_quesadilla\1103603.jpg,chicken_quesadilla
Images\fish_and_chips\1519427.jpg,fish_and_chips
Images\fish_and_chips\106755.jpg,fish_and_chips
Images\chicken_quesadilla\276737.jpg,chicken_quesadilla
Images\fish_and_chips\3124191.jpg,fish_and_chips
Images\grilled_cheese_sandwich\548994.jpg,grilled_cheese_sandwich
Images\chicken_wings\2244427.jpg,chicken_wings
Images\french_fries\2128557.jpg,french_fries
Images\churros\822987.jpg,churros
Images\club_sandwich\2540400.jpg,club_sandwich
Images\chicken_quesadilla\2817589.jpg,chicken_quesadilla
Images\fish_and_chips\1742700.jpg,fish_and_chips
Images\chicken_quesadilla\840575.jpg,chicken_quesadilla
Images\club_sandwich\1192583.jpg,club_sandwich
Images\chicken_wings\2490132.jpg,chicken_wings
Images\fried_rice\184072.jpg,fried_rice
Images\churros\6380.jpg,churros
Images\french_fries\191085.jpg,french_fries
Images\dumplings\1437996.jpg,dumplings
Images\escargots\3467730.jpg,escargots
Images\fried_rice\2755395.jpg,fried_rice
Images\fried_rice\2930057.jpg,fried_rice
Images\fish_and_chips\1030796.jpg,fish_and_chips
Images\dumplings\2932420.jpg,dumplings
Images\grilled_cheese_sandwich\185843.jpg,grilled_cheese_sandwich
Images\grilled_cheese_sandwich\655293.jpg,grilled_cheese_sandwich
Images\dumplings\882708.jpg,dumplings
Images\fried_rice\3046273.jpg,fried_rice
Images\fish_and_chips\794255.jpg,fish_and_chips
Images\churros\962826.jpg,churros
Images\escargots\1349197.jpg,escargots
Images\fish_and_chips\1502560.jpg,fish_and_chips
Images\grilled_cheese_sandwich\214444.jpg,grilled_cheese_sandwich
Images\fish_and_chips\1976788.jpg,fish_and_chips
Images\chicken_quesadilla\457388.jpg,chicken_quesadilla
Images\escargots\3248253.jpg,escargots
Images\fried_rice\816153.jpg,fried_rice
Images\churros\3506336.jpg,churros
Images\escargots\3227747.jpg,escargots
Images\fish_and_chips\386052.jpg,fish_and_chips
Images\club_sandwich\1130057.jpg,club_sandwich
Images\fish_and_chips\1886492.jpg,fish_and_chips
Images\fried_rice\2218856.jpg,fried_rice
Images\churros\1031729.jpg,churros
Images\club_sandwich\1919217.jpg,club_sandwich
Images\churros\2991618.jpg,churros
Images\grilled_cheese_sandwich\316773.jpg,grilled_cheese_sandwich
Images\escargots\1107023.jpg,escargots
Images\chicken_wings\2354307.jpg,chicken_wings
Images\dumplings\1363887.jpg,dumplings
Images\fish_and_chips\2562886.jpg,fish_and_chips
Images\chicken_quesadilla\454253.jpg,chicken_quesadilla
Images\french_fries\1523716.jpg,french_fries
Images\chicken_wings\3732592.jpg,chicken_wings
Images\dumplings\641609.jpg,dumplings
Images\fried_rice\125464.jpg,fried_rice
Images\churros\3816744.jpg,churros
Images\fried_rice\3641662.jpg,fried_rice
Images\french_fries\349846.jpg,french_fries
Images\fried_rice\1181973.jpg,fried_rice
Images\fried_rice\1304492.jpg,fried_rice
Images\chicken_wings\81028.jpg,chicken_wings
Images\escargots\688419.jpg,escargots
Images\escargots\1158298.jpg,escargots
Images\club_sandwich\1523790.jpg,club_sandwich
Images\chicken_wings\1558241.jpg,chicken_wings
Images\french_fries\2239352.jpg,french_fries
Images\dumplings\1636007.jpg,dumplings
Images\grilled_cheese_sandwich\1583796.jpg,grilled_cheese_sandwich
Images\fish_and_chips\3291877.jpg,fish_and_chips
Images\club_sandwich\3827433.jpg,club_sandwich
Images\chicken_wings\188553.jpg,chicken_wings
Images\churros\241986.jpg,churros
Images\donuts\1579093.jpg,donuts
Images\dumplings\1711792.jpg,dumplings
Images\fish_and_chips\89334.jpg,fish_and_chips
Images\chicken_quesadilla\3507113.jpg,chicken_quesadilla
Images\churros\1594256.jpg,churros
Images\chicken_wings\912306.jpg,chicken_wings
Images\french_fries\1936184.jpg,french_fries
Images\chicken_quesadilla\1803797.jpg,chicken_quesadilla
Images\chicken_quesadilla\3512949.jpg,chicken_quesadilla
Images\grilled_cheese_sandwich\1925241.jpg,grilled_cheese_sandwich
Images\escargots\905344.jpg,escargots
Images\french_fries\3247750.jpg,french_fries
Images\fish_and_chips\507654.jpg,fish_and_chips
Images\club_sandwich\3397361.jpg,club_sandwich
Images\chicken_wings\2816983.jpg,chicken_wings
Images\grilled_cheese_sandwich\482616.jpg,grilled_cheese_sandwich
Images\dumplings\2634555.jpg,dumplings
Images\escargots\498949.jpg,escargots
Images\grilled_cheese_sandwich\2982754.jpg,grilled_cheese_sandwich
Images\chicken_wings\3244285.jpg,chicken_wings
Images\fried_rice\2606583.jpg,fried_rice
Images\donuts\2324265.jpg,donuts
Images\club_sandwich\2163393.jpg,club_sandwich
Images\club_sandwich\1464990.jpg,club_sandwich
Images\donuts\1108418.jpg,donuts
Images\fish_and_chips\1981389.jpg,fish_and_chips
Images\chicken_quesadilla\1326309.jpg,chicken_quesadilla
Images\grilled_cheese_sandwich\1925329.jpg,grilled_cheese_sandwich
Images\french_fries\2776614.jpg,french_fries
Images\churros\2922132.jpg,churros
Images\grilled_cheese_sandwich\2457336.jpg,grilled_cheese_sandwich
Images\churros\2315601.jpg,churros
Images\escargots\1036454.jpg,escargots
Images\french_fries\3102929.jpg,french_fries
Images\escargots\1835918.jpg,escargots
Images\dumplings\1053220.jpg,dumplings
Images\chicken_wings\3570288.jpg,chicken_wings
Images\grilled_cheese_sandwich\614859.jpg,grilled_cheese_sandwich
Images\french_fries\2592571.jpg,french_fries
Images\french_fries\1126453.jpg,french_fries
Images\donuts\2968006.jpg,donuts
Images\grilled_cheese_sandwich\3649933.jpg,grilled_cheese_sandwich
Images\club_sandwich\677502.jpg,club_sandwich
Images\french_fries\2246621.jpg,french_fries
Images\donuts\2949511.jpg,donuts
Images\chicken_quesadilla\1326837.jpg,chicken_quesadilla
Images\dumplings\3812695.jpg,dumplings
Images\escargots\2854070.jpg,escargots
Images\donuts\2293386.jpg,donuts
Images\fried_rice\549585.jpg,fried_rice
Images\fried_rice\173152.jpg,fried_rice
Images\fried_rice\228971.jpg,fried_rice
Images\chicken_quesadilla\1557372.jpg,chicken_quesadilla
Images\dumplings\606186.jpg,dumplings
Images\fish_and_chips\286820.jpg,fish_and_chips
Images\chicken_wings\1009927.jpg,chicken_wings
Images\dumplings\2531110.jpg,dumplings
Images\chicken_wings\3826446.jpg,chicken_wings
Images\french_fries\2345519.jpg,french_fries
Images\chicken_quesadilla\1779013.jpg,chicken_quesadilla
Images\fried_rice\92753.jpg,fried_rice
Images\grilled_cheese_sandwich\209507.jpg,grilled_cheese_sandwich
Images\fried_rice\3607245.jpg,fried_rice
Images\chicken_quesadilla\1891695.jpg,chicken_quesadilla
Images\chicken_wings\2647303.jpg,chicken_wings
Images\chicken_wings\265919.jpg,chicken_wings
Images\club_sandwich\869999.jpg,club_sandwich
Images\chicken_wings\1135413.jpg,chicken_wings
Images\churros\170460.jpg,churros
Images\churros\575541.jpg,churros
Images\dumplings\2755034.jpg,dumplings
Images\chicken_quesadilla\3418678.jpg,chicken_quesadilla
Images\churros\1849521.jpg,churros
Images\fish_and_chips\3293987.jpg,fish_and_chips
Images\chicken_quesadilla\1972564.jpg,chicken_quesadilla
Images\donuts\1119104.jpg,donuts
Images\chicken_wings\3531905.jpg,chicken_wings
Images\dumplings\1869790.jpg,dumplings
Images\grilled_cheese_sandwich\811267.jpg,grilled_cheese_sandwich
Images\dumplings\16319.jpg,dumplings
Images\chicken_wings\359284.jpg,chicken_wings
Images\grilled_cheese_sandwich\511622.jpg,grilled_cheese_sandwich
Images\chicken_wings\1038379.jpg,chicken_wings
Images\dumplings\33335.jpg,dumplings
Images\chicken_wings\1461451.jpg,chicken_wings
Images\chicken_quesadilla\402666.jpg,chicken_quesadilla
Images\churros\1954482.jpg,churros
Images\chicken_quesadilla\397476.jpg,chicken_quesadilla
Images\dumplings\1995042.jpg,dumplings
Images\club_sandwich\1042093.jpg,club_sandwich
Images\french_fries\2015613.jpg,french_fries
Images\french_fries\2278380.jpg,french_fries
Images\fish_and_chips\2410642.jpg,fish_and_chips
Images\dumplings\766563.jpg,dumplings
Images\grilled_cheese_sandwich\2063034.jpg,grilled_cheese_sandwich
Images\fried_rice\3400029.jpg,fried_rice
Images\donuts\1983930.jpg,donuts
Images\chicken_wings\688356.jpg,chicken_wings
Images\french_fries\389410.jpg,french_fries
Images\grilled_cheese_sandwich\100694.jpg,grilled_cheese_sandwich
Images\churros\3492216.jpg,churros
Images\escargots\3051488.jpg,escargots
Images\fish_and_chips\19498.jpg,fish_and_chips
Images\donuts\1826469.jpg,donuts
Images\club_sandwich\1342346.jpg,club_sandwich
Images\donuts\3766515.jpg,donuts
Images\fish_and_chips\55493.jpg,fish_and_chips
Images\fish_and_chips\568927.jpg,fish_and_chips
Images\dumplings\2325370.jpg,dumplings
Images\french_fries\669183.jpg,french_fries
Images\chicken_wings\2909557.jpg,chicken_wings
Images\escargots\3836911.jpg,escargots
Images\chicken_quesadilla\1826455.jpg,chicken_quesadilla
Images\grilled_cheese_sandwich\1499005.jpg,grilled_cheese_sandwich
Images\grilled_cheese_sandwich\1687146.jpg,grilled_cheese_sandwich
Images\escargots\3904725.jpg,escargots
Images\grilled_cheese_sandwich\710218.jpg,grilled_cheese_sandwich
Images\fried_rice\1874287.jpg,fried_rice
Images\grilled_cheese_sandwich\3334157.jpg,grilled_cheese_sandwich
Images\chicken_quesadilla\194215.jpg,chicken_quesadilla
Images\chicken_quesadilla\1490175.jpg,chicken_quesadilla
Images\club_sandwich\3084747.jpg,club_sandwich
Images\french_fries\1510273.jpg,french_fries
Images\french_fries\1316819.jpg,french_fries
Images\dumplings\2904302.jpg,dumplings
Images\club_sandwich\1948954.jpg,club_sandwich
Images\club_sandwich\1159594.jpg,club_sandwich
Images\chicken_wings\3877566.jpg,chicken_wings
Images\chicken_quesadilla\1297837.jpg,chicken_quesadilla
Images\grilled_cheese_sandwich\1024944.jpg,grilled_cheese_sandwich
Images\grilled_cheese_sandwich\811280.jpg,grilled_cheese_sandwich
Images\chicken_quesadilla\1815760.jpg,chicken_quesadilla
Images\chicken_wings\1760838.jpg,chicken_wings
Images\chicken_wings\2955247.jpg,chicken_wings
Images\chicken_quesadilla\3196844.jpg,chicken_quesadilla
Images\french_fries\1345833.jpg,french_fries
Images\dumplings\211325.jpg,dumplings
Images\churros\2381662.jpg,churros
Images\fish_and_chips\2973836.jpg,fish_and_chips
Images\chicken_wings\2726284.jpg,chicken_wings
Images\fried_rice\1140757.jpg,fried_rice
Images\donuts\392944.jpg,donuts
Images\dumplings\3459226.jpg,dumplings
Images\french_fries\3673822.jpg,french_fries
Images\grilled_cheese_sandwich\1032340.jpg,grilled_cheese_sandwich
Images\fish_and_chips\1275381.jpg,fish_and_chips
Images\dumplings\2890183.jpg,dumplings
Images\chicken_wings\174692.jpg,chicken_wings
Images\fried_rice\638391.jpg,fried_rice
Images\fried_rice\51345.jpg,fried_rice
Images\donuts\1419755.jpg,donuts
Images\chicken_wings\3688639.jpg,chicken_wings
Images\french_fries\885543.jpg,french_fries
Images\fried_rice\2872060.jpg,fried_rice
Images\fried_rice\1796033.jpg,fried_rice
Images\fried_rice\1658586.jpg,fried_rice
Images\dumplings\1826290.jpg,dumplings
Images\churros\1673820.jpg,churros
Images\escargots\1846925.jpg,escargots
Images\escargots\2111972.jpg,escargots
Images\chicken_quesadilla\2991536.jpg,chicken_quesadilla
Images\dumplings\1000786.jpg,dumplings
Images\fish_and_chips\2946438.jpg,fish_and_chips
Images\escargots\1511301.jpg,escargots
Images\club_sandwich\3302326.jpg,club_sandwich
Images\french_fries\1290768.jpg,french_fries
Images\chicken_quesadilla\2273186.jpg,chicken_quesadilla
Images\donuts\3307734.jpg,donuts
Images\fried_rice\2860889.jpg,fried_rice
Images\donuts\667338.jpg,donuts
Images\churros\1170523.jpg,churros
Images\club_sandwich\592658.jpg,club_sandwich
Images\donuts\2661488.jpg,donuts
Images\chicken_wings\1995488.jpg,chicken_wings
Images\chicken_wings\667591.jpg,chicken_wings
Images\french_fries\2348229.jpg,french_fries
Images\club_sandwich\723071.jpg,club_sandwich
Images\french_fries\2195192.jpg,french_fries
Images\club_sandwich\2095090.jpg,club_sandwich
Images\club_sandwich\3676732.jpg,club_sandwich
Images\dumplings\2362785.jpg,dumplings
Images\french_fries\344097.jpg,french_fries
Images\chicken_wings\768630.jpg,chicken_wings
Images\fried_rice\1689673.jpg,fried_rice
Images\club_sandwich\3546394.jpg,club_sandwich
Images\dumplings\2445232.jpg,dumplings
Images\french_fries\1388756.jpg,french_fries
Images\donuts\449743.jpg,donuts
Images\donuts\1696465.jpg,donuts
Images\chicken_quesadilla\1302201.jpg,chicken_quesadilla
Images\donuts\448512.jpg,donuts
Images\club_sandwich\662638.jpg,club_sandwich
Images\fish_and_chips\3756863.jpg,fish_and_chips
